160,-50,-0.24185,,,,,,320,-30,-0.1186
170,-50,-0.096,,,,,,330,-30,-0.15232
180,-50,0.162052,,,,,,340,-30,-0.18571
190,-50,0.46094,,,,,,350,-30,-0.20729
200,-50,0.748798,,,,,,360,-30,-0.12304
210,-50,0.958756,,,,,,370,-30,-0.02493
220,-50,1,,,,,,380,-30,-0.02203
230,-50,0.376202,,,,,,390,-30,-0.24066
240,-50,0.17605,,,,,,400,-30,0
250,-50,0.057415,,,,,,410,-30,0
260,-50,0.421285,,,,,,420,-30,0
270,-50,0.21747,,,,,,430,-30,0
280,-50,-0.01781,,,,,,440,-30,0
290,-50,-0.26559,,,,,,450,-30,0
300,-50,-0.39061,,,,,,460,-30,0
310,-50,-0.44189,,,,,,470,-30,0
320,-50,-0.24621,,,,,,480,-30,0
330,-50,-0.12665,,,,,,490,-30,0
190,-60,0.622805,,,,,,0,-40,0
200,-60,0.821534,,,,,,10,-40,0
210,-60,0.818071,,,,,,20,-40,0
220,-60,0.71222,,,,,,30,-40,0
230,-60,0.629942,,,,,,40,-40,0
240,-60,0.118128,,,,,,50,-40,0
250,-60,0.031261,,,,,,60,-40,0
260,-60,-0.08992,,,,,,70,-40,0
270,-60,0.333635,,,,,,80,-40,0
280,-60,0.261064,,,,,,90,-40,0
290,-60,0.090816,,,,,,100,-40,0
300,-60,-0.04645,,,,,,110,-40,0
220,-70,0.401529,,,,,,120,-40,0
230,-70,0.428686,,,,,,130,-40,-0.33683
240,-70,0.558761,,,,,,140,-40,0.16203
250,-70,0.161887,,,,,,150,-40,0.201344
260,-70,0.156493,,,,,,160,-40,0.243437
270,-70,0.060437,,,,,,170,-40,-0.17977
,,,,,,,,180,-40,0.001158
,,,,,,,,190,-40,0.300146
,,,,,,,,200,-40,0.603799
,,,,,,,,210,-40,0.929304
,,,,,,,,220,-40,0.604737
,,,,,,,,230,-40,0.508869
,,,,,,,,240,-40,0.268598
,,,,,,,,250,-40,0.500529
,,,,,,,,260,-40,0.401176
,,,,,,,,270,-40,0.170965
,,,,,,,,280,-40,-0.07624
,,,,,,,,290,-40,-0.35799
,,,,,,,,300,-40,-0.62487
,,,,,,,,310,-40,-0.57062
,,,,,,,,320,-40,-0.38017
,,,,,,,,330,-40,-0.02395
,,,,,,,,340,-40,0.090165
,,,,,,,,350,-40,0.09643
,,,,,,,,360,-40,0.002316
,,,,,,,,370,-40,0
,,,,,,,,380,-40,0
,,,,,,,,390,-40,0
,,,,,,,,400,-40,0
,,,,,,,,410,-40,0
,,,,,,,,420,-40,0
,,,,,,,,430,-40,0
,,,,,,,,440,-40,0
,,,,,,,,450,-40,0
,,,,,,,,460,-40,0
,,,,,,,,470,-40,0
,,,,,,,,480,-40,0
,,,,,,,,490,-40,0
,,,,,,,,0,-50,0
,,,,,,,,10,-50,0
,,,,,,,,20,-50,0
,,,,,,,,30,-50,0
,,,,,,,,40,-50,0
,,,,,,,,50,-50,0
,,,,,,,,60,-50,0
,,,,,,,,70,-50,0
,,,,,,,,80,-50,0
,,,,,,,,90,-50,0
,,,,,,,,100,-50,0
,,,,,,,,110,-50,0
,,,,,,,,120,-50,0
,,,,,,,,130,-50,0
,,,,,,,,140,-50,0
,,,,,,,,150,-50,0
,,,,,,,,160,-50,-0.24185
,,,,,,,,170,-50,-0.096
,,,,,,,,180,-50,0.162052
,,,,,,,,190,-50,0.46094
,,,,,,,,200,-50,0.748798
,,,,,,,,210,-50,0.958756
,,,,,,,,220,-50,1
,,,,,,,,230,-50,0.376202
,,,,,,,,240,-50,0.17605
,,,,,,,,250,-50,0.057415
,,,,,,,,260,-50,0.421285
,,,,,,,,270,-50,0.21747
,,,,,,,,280,-50,-0.01781
,,,,,,,,290,-50,-0.26559
,,,,,,,,300,-50,-0.39061
,,,,,,,,310,-50,-0.44189
,,,,,,,,320,-50,-0.24621
,,,,,,,,330,-50,-0.12665
,,,,,,,,340,-50,0
,,,,,,,,350,-50,0
,,,,,,,,360,-50,0
,,,,,,,,370,-50,0
,,,,,,,,380,-50,0
,,,,,,,,390,-50,0
,,,,,,,,400,-50,0
,,,,,,,,410,-50,0
,,,,,,,,420,-50,0
,,,,,,,,430,-50,0
,,,,,,,,440,-50,0
,,,,,,,,450,-50,0
,,,,,,,,460,-50,0
,,,,,,,,470,-50,0
,,,,,,,,480,-50,0
,,,,,,,,490,-50,0
,,,,,,,,0,-60,0
,,,,,,,,10,-60,0
,,,,,,,,20,-60,0
,,,,,,,,30,-60,0
,,,,,,,,40,-60,0
,,,,,,,,50,-60,0
,,,,,,,,60,-60,0
,,,,,,,,70,-60,0
,,,,,,,,80,-60,0
,,,,,,,,90,-60,0
,,,,,,,,100,-60,0
,,,,,,,,110,-60,0
,,,,,,,,120,-60,0
,,,,,,,,130,-60,0
,,,,,,,,140,-60,0
,,,,,,,,150,-60,0
,,,,,,,,160,-60,0
,,,,,,,,170,-60,0
,,,,,,,,180,-60,0
,,,,,,,,190,-60,0.622805
,,,,,,,,200,-60,0.821534
,,,,,,,,210,-60,0.818071
,,,,,,,,220,-60,0.71222
,,,,,,,,230,-60,0.629942
,,,,,,,,240,-60,0.118128
,,,,,,,,250,-60,0.031261
,,,,,,,,260,-60,-0.08992
,,,,,,,,270,-60,0.333635
,,,,,,,,280,-60,0.261064
,,,,,,,,290,-60,0.090816
,,,,,,,,300,-60,-0.04645
,,,,,,,,310,-60,0
,,,,,,,,320,-60,0
,,,,,,,,330,-60,0
,,,,,,,,340,-60,0
,,,,,,,,350,-60,0
,,,,,,,,360,-60,0
,,,,,,,,370,-60,0
,,,,,,,,380,-60,0
,,,,,,,,390,-60,0
,,,,,,,,400,-60,0
,,,,,,,,410,-60,0
,,,,,,,,420,-60,0
,,,,,,,,430,-60,0
,,,,,,,,440,-60,0
,,,,,,,,450,-60,0
,,,,,,,,460,-60,0
,,,,,,,,470,-60,0
,,,,,,,,480,-60,0
,,,,,,,,490,-60,0
,,,,,,,,0,-70,0
,,,,,,,,10,-70,0
,,,,,,,,20,-70,0
,,,,,,,,30,-70,0
,,,,,,,,40,-70,0
,,,,,,,,50,-70,0
,,,,,,,,60,-70,0
,,,,,,,,70,-70,0
,,,,,,,,80,-70,0
,,,,,,,,90,-70,0
,,,,,,,,100,-70,0
